megyekod;kshkod;megye;irsz;telepules;lakossag;ffi;no;tipus
14;34041;SOM;8698;Pálmajor;352;170;182;község
14;26392;SOM;7463;Pamuk;302;159;143;község
14;06141;SOM;7477;Patalom;327;157;170;község
14;12168;SOM;7536;Patca;57;29;28;község
14;15592;SOM;7582;Patosfa;258;119;139;község
14;29197;SOM;8728;Péterhida;168;88;80;község
14;27553;SOM;7458;Pogányszentpéter;507;267;240;község
14;13790;SOM;8858;Polány;270;137;133;község
14;11828;SOM;8858;Porrog;209;110;99;község
14;13930;SOM;8858;Porrogszentkirály;283;138;145;község
14;28510;SOM;7977;Porrogszentpál;84;39;45;község
14;28361;SOM;8707;Potony;202;102;100;község
14;19026;SOM;8619;Pusztakovácsi;847;420;427;község
14;23311;SOM;7464;Pusztaszemes;387;193;194;község
14;30863;SOM;7552;Ráksi;455;230;225;község
14;05078;SOM;7527;Rinyabesenyő;200;114;86;község
14;32674;SOM;7513;Rinyakovácsi;172;91;81;község
14;26754;SOM;7556;Rinyaszentkirály;414;221;193;község
14;20622;SOM;7584;Rinyaújlak;312;156;156;község
14;20321;SOM;8654;Rinyaújnép;49;28;21;község
14;14942;SOM;7479;Ságvár;1 900;889;1 011;község
14;31121;SOM;8732;Sántos;502;246;256;község
14;02051;SOM;7562;Sávoly;508;273;235;község
14;27368;SOM;8660;Segesd;2 497;1 240;1 257;község
14;32133;SOM;7474;Sérsekszőlős;143;71;72;község
14;32780;SOM;8652;Simonfa;373;170;203;község
14;23092;SOM;8655;Siójut;645;336;309;község
14;04127;SOM;7454;Som;703;364;339;község
14;13824;SOM;7283;Somodor;418;218;200;község
14;30580;SOM;7584;Somogyacsa;185;97;88;község
14;05500;SOM;7452;Somogyaracs;173;94;79;község
14;31219;SOM;8684;Somogyaszaló;768;388;380;község
14;32470;SOM;8858;Somogybabod;476;239;237;község
14;25043;SOM;8726;Somogybükkösd;87;44;43;község
14;11484;SOM;7284;Somogycsicsó;157;72;85;község
14;15981;SOM;8666;Somogydöröcske;152;73;79;község
14;20057;SOM;8708;Somogyegres;192;104;88;község
14;18078;SOM;7455;Somogyfajsz;549;286;263;község
14;20330;SOM;7443;Somogygeszti;449;228;221;község
14;28963;SOM;8673;Somogyjád;1 560;735;825;község
14;12876;SOM;8733;Somogymeggyes;472;244;228;község
14;15626;SOM;7435;Somogysámson;724;363;361;község
14;28723;SOM;8737;Somogysárd;1 309;657;652;község
14;27535;SOM;8705;Somogysimonyi;102;54;48;község
14;06600;SOM;7276;Somogyszentpál;814;413;401;község
14;03416;SOM;7563;Somogyszil;728;355;373;község
14;18546;SOM;8683;Somogyszob;1 532;752;780;község
14;32601;SOM;7515;Somogytúr;485;239;246;község
14;04853;SOM;8699;Somogyudvarhely;1 014;487;527;község
14;21856;SOM;8698;Somogyvámos;793;395;398;község
14;19442;SOM;8734;Somogyvár;1 752;879;873;község
14;04835;SOM;7253;Somogyzsitfa;564;281;283;község
14;14854;SOM;7544;Szabadi;305;147;158;község
14;28574;SOM;8622;Szabás;576;319;257;község
14;34236;SOM;8732;Szántód;690;332;358;község
14;18607;SOM;7477;Szegerdő;221;114;107;község
14;15103;SOM;8849;Szenna;767;371;396;község
14;11509;SOM;7472;Szenta;402;199;203;község
14;25706;SOM;7918;Szentbalázs;321;159;162;község
14;32841;SOM;7465;Szentborbás;130;63;67;község
14;12973;SOM;8717;Szentgáloskér;528;268;260;község
14;30146;SOM;7477;Szenyér;348;183;165;község
14;32461;SOM;8625;Szilvásszentmárton;207;103;104;község
14;15194;SOM;7285;Szólád;586;295;291;község
14;05193;SOM;8736;Szorosad;99;43;56;község
14;05810;SOM;8692;Szőkedencs;266;128;138;község
14;11101;SOM;7539;Szőlősgyörök;1 305;650;655;község
14;10986;SOM;8718;Szulok;606;306;300;község
14;24615;SOM;7514;Tapsony;685;327;358;község
14;16735;SOM;8696;Tarany;1 169;555;614;község
14;13693;SOM;7261;Táska;400;200;200;község
14;04932;SOM;8626;Taszár;2 018;971;1 047;község
14;23968;SOM;8668;Teleki;232;121;111;község
14;32416;SOM;8731;Tengőd;447;224;223;község
14;17844;SOM;8660;Tikos;141;77;64;község
14;10153;SOM;7918;Torvaj;257;137;120;község
14;16407;SOM;7285;Tótújfalu;256;134;122;község
14;20093;SOM;7436;Törökkoppány;402;192;210;község
14;07205;SOM;8723;Újvárfalva;264;139;125;község
14;09274;SOM;7442;Varászló;155;71;84;község
14;26781;SOM;8721;Várda;459;219;240;község
14;08183;SOM;7533;Vése;735;357;378;község
14;19017;SOM;8681;Visnye;248;133;115;község
14;06877;SOM;7588;Visz;198;103;95;község
14;29780;SOM;8711;Vízvár;538;258;280;község
14;09645;SOM;8852;Vörs;509;244;265;község
14;14623;SOM;8853;Zákány;1 116;538;578;község
14;34403;SOM;8660;Zákányfalu;515;243;272;község
14;11466;SOM;8672;Zala;247;127;120;község
14;33057;SOM;7471;Zics;342;173;169;község
14;27614;SOM;7477;Zimány;560;282;278;község
14;26842;SOM;7400;Zselickisfalud;234;129;105;község
14;24110;SOM;7474;Zselickislak;430;193;237;község
14;17491;SOM;4246;Zselicszentpál;421;218;203;község
15;17206;SZA;4524;Nyíregyháza;119 767;56 386;63 381;megye székhely
15;08776;SZA;4561;Ajak;3 751;1 816;1 935;város
15;02325;SZA;4233;Baktalórántháza;3 770;1 850;1 920;város
15;26958;SZA;4765;Balkány;6 238;3 121;3 117;város
15;30641;SZA;4516;Csenger;5 235;2 543;2 692;város
15;17756;SZA;4492;Demecser;4 328;2 089;2 239;város
15;14508;SZA;4900;Dombrád;4 100;2 045;2 055;város
15;18971;SZA;4484;Fehérgyarmat;8 082;3 882;4 200;város
15;25636;SZA;4501;Ibrány;6 933;3 393;3 540;város
15;19992;SZA;4600;Kemecse;5 073;2 500;2 573;város
15;09265;SZA;4644;Kisvárda;17 093;8 159;8 934;város
15;17826;SZA;4326;Mándok;4 334;2 103;2 231;város
15;19655;SZA;4700;Máriapócs;2 096;997;1 099;város
15;18874;SZA;4355;Mátészalka;16 910;8 049;8 861;város
15;06488;SZA;4485;Nagyecsed;6 467;3 158;3 309;város
15;27155;SZA;4320;Nagyhalász;5 773;2 860;2 913;város
15;24785;SZA;4300;Nagykálló;9 730;4 721;5 009;város
15;14845;SZA;4371;Nyírbátor;12 199;5 874;6 325;város
15;11271;SZA;4564;Nyírlugos;2 770;1 342;1 428;város
15;12274;SZA;4461;Nyírmada;5 084;2 487;2 597;város
15;13550;SZA;4465;Nyírtelek;7 079;3 549;3 530;város
15;14739;SZA;4447;Rakamaz;4 653;2 233;2 420;város
15;23524;SZA;4440;Tiszalök;5 379;2 600;2 779;város
15;07597;SZA;4244;Tiszavasvári;13 138;6 490;6 648;város
15;26611;SZA;4562;Újfehértó;12 795;6 263;6 532;város
15;18591;SZA;4800;Vaja;3 683;1 825;1 858;város
15;18324;SZA;4625;Vásárosnamény;9 055;4 405;4 650;város
15;05801;SZA;4334;Gávavencsellő;3 557;1 719;1 838;nagyközség
15;13019;SZA;4324;Hodász;3 390;1 687;1 703;nagyközség
15;31404;SZA;4965;Kállósemjén;3 720;1 813;1 907;nagyközség
15;16665;SZA;4555;Kölcse;1 444;697;747;nagyközség
15;30979;SZA;4352;Levelek;2 992;1 485;1 507;nagyközség
15;07463;SZA;4372;Mérk;2 194;1 047;1 147;nagyközség
15;15802;SZA;4361;Nyírbéltek;2 891;1 431;1 460;nagyközség
15;31158;SZA;4755;Nyírbogát;3 088;1 519;1 569;nagyközség
15;31769;SZA;4761;Ököritófülpös;1 860;915;945;nagyközség
15;17215;SZA;4931;Porcsalma;2 887;1 461;1 426;nagyközség
15;04312;SZA;4951;Tarpa;2 761;1 389;1 372;nagyközség
15;17817;SZA;4456;Tiszabecs;1 596;830;766;nagyközség
15;12593;SZA;4623;Tiszadob;2 746;1 403;1 343;nagyközség
15;09919;SZA;4762;Tuzsér;3 583;1 820;1 763;nagyközség
15;31398;SZA;4546;Tyukod;2 039;988;1 051;nagyközség
15;29975;SZA;4553;Anarcs;2 022;1 010;1 012;község
15;20303;SZA;4634;Apagy;2 431;1 205;1 226;község
15;09353;SZA;4468;Aranyosapáti;2 232;1 084;1 148;község
15;15963;SZA;4937;Balsa;760;371;389;község
15;26480;SZA;4343;Barabás;1 122;589;533;község
15;02990;SZA;4643;Bátorliget;675;340;335;község
15;25441;SZA;4934;Benk;471;234;237;község
15;28246;SZA;4933;Beregdaróc;1 048;552;496;község
15;07472;SZA;4557;Berkesz;780;380;400;község
15;13639;SZA;4488;Besenyőd;838;426;412;község
15;21227;SZA;4235;Beszterec;1 027;504;523;község
15;02945;SZA;4955;Biri;1 365;660;705;község
15;22239;SZA;4231;Botpalád;932;534;398;község
15;11299;SZA;4483;Bököny;3 151;1 560;1 591;község
15;19707;SZA;4732;Buj;2 291;1 132;1 159;község
15;09681;SZA;4967;Cégénydányád;675;329;346;község
15;12928;SZA;4844;Csaholc;729;406;323;község
15;29416;SZA;4973;Csaroda;640;300;340;község
15;09715;SZA;4742;Császló;400;192;208;község
15;26107;SZA;4743;Csegöld;701;351;350;község
15;24095;SZA;4764;Csengersima;810;420;390;község
15;26851;SZA;4737;Csengerújfalu;1 019;523;496;község
15;18795;SZA;4495;Darnó;190;93;97;község
15;03647;SZA;4374;Döge;2 286;1 158;1 128;község
15;32328;SZA;4646;Encsencs;1 949;993;956;község
15;18528;SZA;4245;Eperjeske;1 232;599;633;község
15;10852;SZA;4354;Érpatak;1 789;924;865;község
15;23250;SZA;4621;Fábiánháza;1 864;969;895;község
15;22415;SZA;4964;Fényeslitke;2 521;1 198;1 323;község
15;10791;SZA;4754;Fülesd;483;252;231;község
15;14377;SZA;4972;Fülpösdaróc;356;159;197;község
15;13727;SZA;4976;Gacsály;1 031;507;524;község
15;04996;SZA;4754;Garbolc;148;72;76;község
15;03629;SZA;4517;Géberjén;491;238;253;község
15;05670;SZA;4935;Gégény;1 938;982;956;község
15;04613;SZA;4567;Gelénes;639;329;310;község
15;13000;SZA;4232;Gemzse;926;462;464;község
15;28893;SZA;4842;Geszteréd;1 789;871;918;község
15;29443;SZA;4625;Gulács;1 115;566;549;község
15;28945;SZA;4752;Győröcske;176;95;81;község
15;10126;SZA;4545;Győrtelek;1 733;873;860;község
15;07676;SZA;4733;Gyulaháza;1 987;975;1 012;község
15;33774;SZA;4735;Gyüre;1 328;668;660;község
15;12061;SZA;4843;Hermánszeg;284;139;145;község
15;05616;SZA;4566;Hetefejércse;300;133;167;község
15;09654;SZA;4841;Ilk;1 392;711;681;község
15;17075;SZA;4741;Jánd;801;409;392;község
15;07843;SZA;4337;Jánkmajtis;1 807;867;940;község
15;17589;SZA;4611;Jármi;1 289;629;660;község
15;13143;SZA;4434;Jéke;759;359;400;község
15;27225;SZA;4335;Kálmánháza;1 882;941;941;község
15;02671;SZA;4515;Kántorjánosi;2 126;1 021;1 105;község
15;28431;SZA;4494;Kék;2 027;1 000;1 027;község
15;14359;SZA;4912;Kékcse;1 594;752;842;község
15;32869;SZA;4921;Kérsemjén;311;157;154;község
15;19424;SZA;4977;Kisar;1 127;588;539;község
15;08509;SZA;4325;Kishódos;98;49;49;község
15;28477;SZA;4737;Kisléta;1 776;906;870;község
15;16036;SZA;4956;Kisnamény;326;159;167;község
15;29300;SZA;4963;Kispalád;1 044;564;480;község
15;09751;SZA;4811;Kisszekeres;545;257;288;község
15;12672;SZA;4751;Kisvarsány;1 049;511;538;község
15;07445;SZA;4765;Kocsord;3 055;1 496;1 559;község
15;22336;SZA;4622;Komlódtótfalu;135;66;69;község
15;27146;SZA;4482;Komoró;1 354;654;700;község
15;23728;SZA;4943;Kótaj;4 607;2 273;2 334;község
15;23612;SZA;4543;Kömörő;633;319;314;község
15;21290;SZA;4836;Laskod;941;461;480;község
15;26091;SZA;4633;Lónya;1 146;614;532;község
15;07995;SZA;4953;Lövőpetri;522;249;273;község
15;29984;SZA;4556;Magosliget;329;171;158;község
15;16629;SZA;4942;Magy;938;447;491;község
15;02088;SZA;4932;Mánd;316;162;154;község
15;33224;SZA;4835;Márokpapi;672;349;323;község
15;20668;SZA;4975;Mátyus;318;170;148;község
15;29799;SZA;4641;Méhtelek;796;389;407;község
15;32656;SZA;4948;Mezőladány;1 072;561;511;község
15;31750;SZA;4911;Milota;1 012;503;509;község
15;19211;SZA;4922;Nábrád;927;469;458;község
15;04710;SZA;4445;Nagyar;704;358;346;község
15;22743;SZA;4823;Nagycserkesz;1 746;922;824;község
15;21485;SZA;4977;Nagydobos;2 297;1 141;1 156;község
15;26976;SZA;4962;Nagyhódos;156;74;82;község
15;27988;SZA;4812;Nagyszekeres;558;276;282;község
15;33783;SZA;4552;Nagyvarsány;1 426;709;717;község
15;08420;SZA;4942;Napkor;3 803;1 882;1 921;község
15;28802;SZA;4356;Nyírbogdány;2 936;1 451;1 485;község
15;07904;SZA;4331;Nyírcsaholy;2 330;1 157;1 173;község
15;25973;SZA;4332;Nyírcsászári;1 255;628;627;község
15;05041;SZA;4362;Nyírderzs;620;297;323;község
15;28440;SZA;4311;Nyírgelse;1 150;580;570;község
15;09238;SZA;4535;Nyírgyulaj;2 033;1 016;1 017;község
15;14696;SZA;4541;Nyíribrony;1 165;589;576;község
15;31477;SZA;4544;Nyírjákó;860;420;440;község
15;18290;SZA;4333;Nyírkarász;2 305;1 096;1 209;község
15;32452;SZA;4537;Nyírkáta;2 097;1 088;1 009;község
15;25928;SZA;4632;Nyírkércs;783;388;395;község
15;11095;SZA;4722;Nyírlövő;708;340;368;község
15;23269;SZA;4363;Nyírmeggyes;2 713;1 353;1 360;község
15;26365;SZA;4822;Nyírmihálydi;2 268;1 115;1 153;község
15;10807;SZA;4531;Nyírparasznya;979;495;484;község
15;33145;SZA;4376;Nyírpazony;3 688;1 827;1 861;község
15;03878;SZA;4522;Nyírpilis;959;495;464;község
15;28060;SZA;4554;Nyírtass;2 017;1 028;989;község
15;09256;SZA;4532;Nyírtét;1 040;523;517;község
15;12098;SZA;4341;Nyírtura;1 945;957;988;község
15;16522;SZA;4558;Nyírvasvári;2 036;1 037;999;község
15;22284;SZA;4826;Ófehértó;2 584;1 284;1 300;község
15;11129;SZA;4914;Olcsva;764;405;359;község
15;10834;SZA;4821;Olcsvaapáti;322;158;164;község
15;27924;SZA;4373;Ópályi;3 265;1 666;1 599;község
15;26550;SZA;4336;Ömböly;472;241;231;község
15;09025;SZA;4913;Őr;1 546;770;776;község
15;29559;SZA;4631;Panyola;581;292;289;község
15;32577;SZA;4475;Papos;866;419;447;község
15;31972;SZA;4523;Paszab;1 301;671;630;község
15;12186;SZA;4766;Pátroha;3 139;1 529;1 610;község
15;23685;SZA;4267;Pátyod;691;340;351;község
15;17084;SZA;4941;Penészlek;1 021;506;515;község
15;32692;SZA;4542;Penyige;794;400;394;község
15;17224;SZA;4375;Petneháza;1 787;902;885;község
15;03391;SZA;4327;Piricse;1 910;946;964;község
15;11244;SZA;4565;Pócspetri;1 716;810;906;község
15;13860;SZA;4536;Pusztadobos;1 542;745;797;község
15;31857;SZA;4756;Ramocsaháza;1 519;728;791;község
15;09061;SZA;4525;Rápolt;161;80;81;község
15;21573;SZA;4563;Rétközberencs;1 203;603;600;község
15;24581;SZA;4971;Rohod;1 278;610;668;község
15;17428;SZA;4533;Rozsály;777;406;371;község
15;04491;SZA;4954;Sényő;1 451;720;731;község
15;23889;SZA;4467;Sonkád;886;456;430;község
15;19169;SZA;4547;Szabolcs;355;168;187;község
15;22053;SZA;4496;Szabolcsbáka;1 173;569;604;község
15;03586;SZA;4234;Szabolcsveresmart;1 517;764;753;község
15;04774;SZA;4767;Szakoly;2 797;1 425;1 372;község
15;18005;SZA;4745;Szamosangyalos;856;509;347;község
15;22017;SZA;4721;Szamosbecs;417;216;201;község
15;16300;SZA;4735;Szamoskér;422;237;185;község
15;10436;SZA;4824;Szamossályi;735;375;360;község
15;13046;SZA;4746;Szamosszeg;1 902;943;959;község
15;30085;SZA;4734;Szamostatárfalva;324;169;155;község
15;31273;SZA;4945;Szamosújlak;377;174;203;község
15;31237;SZA;4534;Szatmárcseke;1 645;844;801;község
15;31088;SZA;4441;Székely;1 113;585;528;község
15;34388;SZA;4845;Szorgalmatos;1 043;531;512;község
15;29911;SZA;4342;Tákos;358;180;178;község
15;33358;SZA;4353;Terem;672;346;326;község
15;08952;SZA;4466;Tiborszállás;1 002;492;510;község
15;24475;SZA;4833;Timár;1 359;678;681;község
15;09423;SZA;4474;Tiszaadony;671;340;331;község
15;03850;SZA;4624;Tiszabercel;1 869;912;957;község
15;20172;SZA;4947;Tiszabezdéd;1 983;996;987;község
15;24448;SZA;4455;Tiszacsécse;257;129;128;község
15;06433;SZA;4446;Tiszadada;2 225;1 103;1 122;község
15;09113;SZA;4493;Tiszaeszlár;2 646;1 310;1 336;község
15;08554;SZA;4834;Tiszakanyár;1 658;794;864;község
15;04446;SZA;4946;Tiszakerecseny;1 048;534;514;község
15;08794;SZA;4645;Tiszakóród;825;423;402;község
15;11907;SZA;4463;Tiszamogyorós;704;348;356;község
15;27252;SZA;4503;Tiszanagyfalu;1 916;926;990;község
15;10205;SZA;4831;Tiszarád;613;320;293;község
15;13541;SZA;4628;Tiszaszalka;949;454;495;község
15;27544;SZA;4486;Tiszaszentmárton;1 220;618;602;község
15;14447;SZA;4832;Tiszatelek;1 389;674;715;község
15;33747;SZA;4969;Tiszavid;607;314;293;község
15;27261;SZA;4921;Tisztaberek;745;395;350;község
15;20260;SZA;4642;Tivadar;212;106;106;község
15;16957;SZA;4731;Tornyospálca;2 795;1 431;1 364;község
15;13213;SZA;4944;Tunyogmatolcs;2 549;1 306;1 243;község
15;13602;SZA;4968;Túristvándi;788;414;374;község
15;08998;SZA;4491;Túrricse;728;367;361;község
15;33659;SZA;4635;Újdombrád;700;357;343;község
15;10117;SZA;4763;Újkenéz;1 022;504;518;község
15;28981;SZA;4952;Ura;635;310;325;község
15;31820;SZA;4351;Uszka;605;308;297;község
15;06938;SZA;4936;Vállaj;1 288;661;627;község
15;27322;SZA;4966;Vámosatya;574;290;284;község
15;08934;SZA;4502;Vámosoroszi;567;287;280;község
15;27100;SZA;4974;Vasmegyer;1 746;860;886;község
15;06275;SZA;4961;Zajta;474;242;232;község
15;28750;SZA;4627;Zsarolyán;439;215;224;község
15;13037;SZA;5000;Zsurk;735;372;363;község
16;27854;SZO;5241;Szolnok;70 447;33 275;37 172;megye székhely
16;12441;SZO;5071;Abádszalók;4 254;2 077;2 177;város
16;11305;SZO;5213;Besenyszög;3 309;1 633;1 676;város
16;16647;SZO;5130;Fegyvernek;6 693;3 310;3 383;város
16;22202;SZO;5123;Jászapáti;8 680;4 169;4 511;város
16;22105;SZO;5100;Jászárokszállás;7 719;3 726;3 993;város
16;18209;SZO;5126;Jászberény;26 257;12 625;13 632;város
16;23339;SZO;5137;Jászfényszaru;5 818;2 806;3 012;város
16;22798;SZO;5300;Jászkisér;5 382;2 664;2 718;város
16;04923;SZO;5331;Karcag;20 074;9 773;10 301;város
16;17145;SZO;5310;Kenderes;4 512;2 214;2 298;város
16;25919;SZO;5340;Kisújszállás;11 063;5 417;5 646;város
16;22567;SZO;5440;Kunhegyes;7 819;3 880;3 939;város
16;32504;SZO;5435;Kunszentmárton;8 105;3 925;4 180;város
16;02626;SZO;5400;Martfű;6 376;3 056;3 320;város
16;04260;SZO;5085;Mezőtúr;16 930;8 215;8 715;város
16;14207;SZO;5430;Rákóczifalva;5 449;2 673;2 776;város
16;13815;SZO;5350;Tiszaföldvár;10 866;5 361;5 505;város
16;29726;SZO;5200;Tiszafüred;11 439;5 548;5 891;város
16;27313;SZO;5420;Törökszentmiklós;20 913;10 170;10 743;város
16;28228;SZO;5052;Túrkeve;8 791;4 295;4 496;város
16;15291;SZO;5462;Újszász;6 211;3 007;3 204;város
16;22938;SZO;5055;Cibakháza;3 989;2 020;1 969;nagyközség
16;21111;SZO;5321;Jászladány;5 653;2 812;2 841;nagyközség
16;23171;SZO;5451;Kunmadaras;5 549;2 780;2 769;nagyközség
16;28006;SZO;5142;Öcsöd;3 268;1 627;1 641;nagyközség
16;25265;SZO;5309;Alattyán;2 033;978;1 055;község
16;34005;SZO;5064;Berekfürdő;1 301;628;673;község
16;34175;SZO;5475;Csataszög;340;165;175;község
16;13170;SZO;5465;Csépa;1 712;831;881;község
16;05795;SZO;5063;Cserkeszőlő;2 306;1 117;1 189;község
16;34050;SZO;5143;Hunyadfalva;208;109;99;község
16;22859;SZO;5124;Jánoshida;2 563;1 236;1 327;község
16;22929;SZO;5054;Jászágó;690;330;360;község
16;30711;SZO;5144;Jászalsószentgyörgy;3 427;1 674;1 753;község
16;15811;SZO;5122;Jászboldogháza;1 679;833;846;község
16;17978;SZO;5111;Jászdózsa;2 125;993;1 132;község
16;23579;SZO;5135;Jászfelsőszentgyörgy;1 853;935;918;község
16;24086;SZO;5121;Jászivány;404;205;199;község
16;25186;SZO;5136;Jászjákóhalma;2 913;1 445;1 468;község
16;13514;SZO;5141;Jászszentandrás;2 444;1 189;1 255;község
16;23135;SZO;5083;Jásztelek;1 580;797;783;község
16;07418;SZO;5411;Kengyel;3 544;1 758;1 786;község
16;19813;SZO;5062;Kétpó;652;348;304;község
16;11235;SZO;5412;Kőtelek;1 568;752;816;község
16;05254;SZO;5452;Kuncsorba;612;302;310;község
16;30234;SZO;5453;Mesterszállás;686;344;342;község
16;26286;SZO;5363;Mezőhék;332;162;170;község
16;21689;SZO;5065;Nagyiván;1 122;542;580;község
16;15574;SZO;5463;Nagykörű;1 622;815;807;község
16;06318;SZO;5222;Nagyrév;673;346;327;község
16;29382;SZO;5125;Örményes;1 017;509;508;község
16;15246;SZO;5084;Pusztamonostor;1 591;777;814;község
16;12423;SZO;5081;Rákócziújfalu;2 023;1 021;1 002;község
16;05874;SZO;5053;Szajol;3 843;1 923;1 920;község
16;05777;SZO;5476;Szászberek;1 010;496;514;község
16;20428;SZO;5232;Szelevény;1 009;512;497;község
16;10773;SZO;5235;Tiszabő;2 286;1 190;1 096;község
16;22770;SZO;5243;Tiszabura;3 211;1 650;1 561;község
16;16230;SZO;5233;Tiszaderzs;1 158;558;600;község
16;30304;SZO;5361;Tiszagyenda;1 027;500;527;község
16;28699;SZO;5464;Tiszaigar;825;413;412;község
16;20446;SZO;5094;Tiszainoka;409;205;204;község
16;29346;SZO;5471;Tiszajenő;1 539;744;795;község
16;30386;SZO;5362;Tiszakürt;1 392;687;705;község
16;15787;SZO;5211;Tiszaörs;1 354;684;670;község
16;03373;SZO;5234;Tiszapüspöki;2 093;1 035;1 058;község
16;20181;SZO;5474;Tiszaroff;1 657;817;840;község
16;21494;SZO;5061;Tiszasas;1 077;527;550;község
16;17695;SZO;5322;Tiszasüly;1 523;764;759;község
16;22789;SZO;5244;Tiszaszentimre;2 053;1 000;1 053;község
16;07852;SZO;5082;Tiszaszőlős;1 544;792;752;község
16;09627;SZO;5092;Tiszatenyő;1 663;831;832;község
16;31866;SZO;5324;Tiszavárkony;1 557;788;769;község
16;09557;SZO;5091;Tomajmonostora;747;393;354;község
16;07490;SZO;5093;Tószeg;4 565;2 277;2 288;község
16;21157;SZO;5051;Vezseny;672;330;342;község
16;14836;SZO;7100;Zagyvarékas;3 693;1 784;1 909;község
17;22761;TOL;7140;Szekszárd;32 488;15 194;17 294;megye székhely
17;08864;TOL;7150;Bátaszék;6 501;3 107;3 394;város
17;06497;TOL;7200;Bonyhád;13 060;6 229;6 831;város
17;07685;TOL;7020;Dombóvár;18 555;8 753;9 802;város
17;31501;TOL;7064;Dunaföldvár;8 510;4 122;4 388;város
17;30289;TOL;7355;Gyönk;1 766;822;944;város
17;14030;TOL;7027;Nagymányok;2 303;1 115;1 188;város
17;04862;TOL;7081;Paks;18 666;8 986;9 680;város
17;20783;TOL;7090;Simontornya;3 917;1 882;2 035;város
17;24563;TOL;7130;Tamási;8 115;3 894;4 221;város
17;25274;TOL;7144;Tolna;11 607;5 609;5 998;város
17;24989;TOL;7133;Decs;4 113;1 962;2 151;nagyközség
17;18980;TOL;7191;Fadd;4 233;2 102;2 131;nagyközség
17;26055;TOL;7044;Hőgyész;2 803;1 331;1 472;nagyközség
17;18388;TOL;7084;Nagydorog;2 661;1 318;1 343;nagyközség
17;19585;TOL;7147;Pincehely;2 172;1 038;1 134;nagyközség
17;29665;TOL;7148;Alsónána;709;342;367;község
17;11563;TOL;7186;Alsónyék;738;362;376;község
17;26125;TOL;7252;Aparhant;1 029;507;522;község
17;32735;TOL;7149;Attala;788;395;393;község
17;11712;TOL;7164;Báta;1 596;764;832;község
17;28909;TOL;7061;Bátaapáti;409;219;190;község
17;28662;TOL;7043;Belecska;358;174;184;község
17;11970;TOL;7132;Bikács;430;225;205;község
17;03425;TOL;7158;Bogyiszló;2 182;1 077;1 105;község
17;14818;TOL;7025;Bonyhádvarasd;442;213;229;község
17;06558;TOL;7161;Bölcske;2 739;1 344;1 395;község
17;19284;TOL;7225;Cikó;910;441;469;község
17;11998;TOL;7341;Csibrák;317;151;166;község
17;30094;TOL;7211;Csikóstőttős;840;418;422;község
17;29230;TOL;7072;Dalmand;1 275;617;658;község
17;11688;TOL;7228;Diósberény;338;160;178;község
17;02565;TOL;7135;Döbrököz;1 960;952;1 008;község
17;09539;TOL;7224;Dunaszentgyörgy;2 586;1 276;1 310;község
17;19202;TOL;7093;Dúzs;234;123;111;község
17;08448;TOL;7136;Értény;744;408;336;község
17;24192;TOL;7175;Fácánkert;702;344;358;község
17;15820;TOL;7099;Felsőnána;637;328;309;község
17;17914;TOL;7087;Felsőnyék;1 077;549;528;község
17;17950;TOL;7134;Fürged;719;354;365;község
17;05731;TOL;7162;Gerjen;1 258;631;627;község
17;26727;TOL;7352;Grábóc;171;92;79;község
17;25539;TOL;7045;Györe;659;327;332;község
17;12326;TOL;7227;Györköny;997;499;498;község
17;30359;TOL;7172;Gyulaj;958;482;476;község
17;14164;TOL;7095;Harc;855;420;435;község
17;04701;TOL;7353;Iregszemcse;2 656;1 333;1 323;község
17;27711;TOL;7357;Izmény;509;270;239;község
17;09326;TOL;7051;Jágónak;250;131;119;község
17;14100;TOL;7122;Kajdacs;1 150;585;565;község
17;02033;TOL;7194;Kakasd;1 715;828;887;község
17;23791;TOL;7251;Kalaznó;152;86;66;község
17;23296;TOL;7361;Kapospula;863;422;441;község
17;18962;TOL;7062;Kaposszekcső;1 496;715;781;község
17;17640;TOL;7174;Keszőhidegkút;206;102;104;község
17;21731;TOL;7159;Kéty;704;340;364;község
17;17710;TOL;7356;Kisdorog;730;371;359;község
17;06512;TOL;7082;Kismányok;331;173;158;község
17;27766;TOL;7068;Kisszékely;310;148;162;község
17;03869;TOL;7183;Kistormás;334;163;171;község
17;31185;TOL;7212;Kisvejke;419;224;195;község
17;22433;TOL;7094;Kocsola;1 265;634;631;község
17;21184;TOL;7052;Koppányszántó;331;166;165;község
17;10463;TOL;7226;Kölesd;1 503;743;760;község
17;20507;TOL;7214;Kurd;1 146;575;571;község
17;14605;TOL;7184;Lápafő;158;83;75;község
17;24411;TOL;7026;Lengyel;520;247;273;község
17;29337;TOL;7098;Madocsa;1 898;927;971;község
17;06017;TOL;7057;Magyarkeszi;1 181;570;611;község
17;30562;TOL;7065;Medina;810;411;399;község
17;02811;TOL;7165;Miszla;282;156;126;község
17;20701;TOL;7163;Mórágy;753;384;369;község
17;33349;TOL;7185;Mőcsény;338;162;176;község
17;13620;TOL;7195;Mucsfa;354;186;168;község
17;07029;TOL;7176;Mucsi;473;248;225;község
17;18917;TOL;7092;Murga;58;34;24;község
17;27182;TOL;7085;Nagykónyi;1 063;526;537;község
17;06761;TOL;7097;Nagyszékely;422;214;208;község
17;13709;TOL;7186;Nagyszokoly;886;438;448;község
